SkuId,SkuName,Prefix,PrefixRegex,Description,ParentSkuId,MsaId,Stem,ProductId,ProviderID,ResourcesHTML,CanEnforceLicense,IsVisibleUnlicensedSearch,IsActive,Valid,LastUpdatedDate,LastUpdatedUser,auditCreateDate,auditUpdateDate,IsHosted,LowGrade,HighGrade,Subject,SkuShortDescription,MarketDescription,ProductTaxTypeId
67F09653-4F05-4F30-81F3-19972B478C7E,Notes From Professional Journals,Professional Journals,,This lesson features vocabulary words from journals kept by people working in a variety of careers.,,1,skillstutor_CV10_C_U3_L7,A8ACEA91-8318-43DE-AD80-8816E8CEEEB4,5F1EDADF-CEC7-4816-AECE-B6981504F865,,1,1,0,0,2014-04-08 12:49:01.550,D1B0DB21-BCAA-4DEE-B8F7-97CBBAFF531D,2014-07-08 13:00:35.117,2015-07-01 19:43:48.933,0,,,,,,
53818776-6C9B-4360-BCD0-19993A31160D,South America,South America,,"Since 1987 Classroom Complete Press has assisted teachers and parents by providing world class premium supplementary resource materials for students in grades PK to 12. Consider our products if you are looking for current curriculum materials written to grade for regular and special education. Our curriculum content follows Bloom's taxonomy, Common Core State Standards, NCTM, STEM, and the 5 themes of Geography. <p><b>The product (PDF) will be sent directly from the provider upon purchase.</p></b> ",,1,9781553193098,A8ACEA91-8318-43DE-AD80-8816E8CEEEB4,CC62421D-51DD-4C0F-A820-53D4EE864D09,,1,1,0,0,2013-05-03 12:36:38.923,76BDF804-A072-4E7A-8059-378FD5D097C7,2013-01-10 17:15:56.410,2015-07-01 19:43:48.933,0,,,,,,
E815F3A7-CE6E-4D4C-863F-19A222526B58,FYI - Physics,FYI-Physics,,"The purpose of this course is to provide opportunities to study the concepts, theories, and laws governing the interaction of matter, energy, and forces, and their applications through exploratory investigations and activities. ",,2,FYI-Phys,281A5BE5-D298-4AF4-B495-2C6E1E070BD8,51A273D1-2BFA-4047-A2EF-62BE95C1BBD4,,1,1,0,0,2011-09-01 16:25:23.103,A2CA149B-1658-4637-B7AB-792327DB89F3,2011-09-01 16:25:23.103,2015-07-01 19:43:48.933,0,,,,,,
DD06EAB5-73A1-4867-B96C-19B5B10B8EC4,A Day to Celebrate Earth: Earth Day,Earth Day,,"This article is about Earth Day. Students will learn how this holiday was started in 1970. They will read about how adults and children around the world spread the message to care for our earth. Examples are given for how to reduce trash, reuse paper and cardboard, and stop  pollution to show respect for earth.",,1,skillstutor_CC10_LL_U4_L1,A8ACEA91-8318-43DE-AD80-8816E8CEEEB4,5F1EDADF-CEC7-4816-AECE-B6981504F865,,1,1,0,0,2014-04-08 12:49:01.550,D1B0DB21-BCAA-4DEE-B8F7-97CBBAFF531D,2014-07-08 13:00:35.117,2015-07-01 19:43:48.933,0,,,,,,
C8AD919E-1B9A-4FBA-B4C7-19B7C56E047E,The Fifer of Boxborough,The Fifer of Boxborough,,"This article is about Luther Blanchard, the first person wounded at the Battle of Concord. Luther was a fifer who led the troops during the battle. Skills addressed Important Details, Main Idea, Sequencing, Inference, Recall, and Prediction.",,1,skillstutor_CC10_B_U3_L3,A8ACEA91-8318-43DE-AD80-8816E8CEEEB4,5F1EDADF-CEC7-4816-AECE-B6981504F865,,1,1,0,0,2014-04-08 12:49:01.550,D1B0DB21-BCAA-4DEE-B8F7-97CBBAFF531D,2014-07-08 13:00:35.117,2015-07-01 19:43:48.933,0,,,,,,
5031F69C-C6F1-4079-887D-19D0F3EC2C61,Khan Academy Algebra I Worked Examples,Alg Worked Examples,,"Educational video library for individual student or classroom use which reviews and demonstrates the concepts, skills, and methods needed in the study of Algebra. ",,1,Khan_AlgWorked_SKUseq,A8ACEA91-8318-43DE-AD80-8816E8CEEEB4,9178E16C-B75C-4430-912D-E17C81D5E1AE,',1,0,0,0,2012-04-09 13:52:54.103,C1649545-BF2C-4E08-9E6B-D2FED8E32FD4,2012-04-10 15:44:50.840,2015-07-01 19:43:48.933,0,,,,,,
6AD964B8-17C1-41A0-9EA7-19DC1BE1CFDE,China: The Full Month Party,China: The Full Month Party,,"This article explains the Chinese tradition of the Full Month party, a celebration during which friends and relatives are introduced to a newborn baby. Skills addressed Important Details, Cause/Effect, Inference, Recall, and Prediction.",,1,skillstutor_CC10_A_U3_L1,A8ACEA91-8318-43DE-AD80-8816E8CEEEB4,5F1EDADF-CEC7-4816-AECE-B6981504F865,,1,1,0,0,2014-04-08 12:49:01.550,D1B0DB21-BCAA-4DEE-B8F7-97CBBAFF531D,2014-07-08 13:00:35.117,2015-07-01 19:43:48.933,0,,,,,,
F5F65BAA-38D7-45D1-9CC4-19E486E7FCAA,Skill Lesson: Main Idea C,Skill Lesson: Main Idea C,,This Lesson helps students understand and provides practice in identifying the main idea of passages and articles.,,1,skillstutor_CC10_C_SL2_S4,A8ACEA91-8318-43DE-AD80-8816E8CEEEB4,5F1EDADF-CEC7-4816-AECE-B6981504F865,,1,1,0,0,2014-04-08 12:49:01.550,D1B0DB21-BCAA-4DEE-B8F7-97CBBAFF531D,2014-07-08 13:00:35.117,2015-07-01 19:43:48.933,0,,,,,,
AFFAFD1A-BF99-4960-93B8-1A12F700B83C,Addition of Decimals B,Addition of Decimals B,,"Students add decimal numbers to the thousandths place. Each problem has two to four addends. Special emphasis is given to aligning addends having different numbers of decimal places. The sums are decimal numbers to the tenths, hundredths, and thousandths place.",,1,skillstutor_CSM_B_U3_L1,A8ACEA91-8318-43DE-AD80-8816E8CEEEB4,5F1EDADF-CEC7-4816-AECE-B6981504F865,,1,1,0,0,2014-04-08 12:49:01.550,D1B0DB21-BCAA-4DEE-B8F7-97CBBAFF531D,2014-07-08 13:00:35.117,2015-07-01 19:43:48.933,0,,,,,,
F8675D30-ECAD-4601-B4E7-1A24201FD0D1,Calculator - Fraction,Calculator - Fraction,,"This is a fully functioning easy to use and scalable fractions calculator. It functions like a normal calculator with memory and other functionality but calculates and displays fractions. ",,1,BongoLLP_CalculatorFraction_150x150,A8ACEA91-8318-43DE-AD80-8816E8CEEEB4,40302E31-1B76-4DC9-9235-354AD77E38FB,,1,1,0,0,2013-04-22 15:45:15.200,82DEEECF-047A-4466-A60B-E7369504DF34,2013-03-29 12:08:03.247,2015-07-01 19:43:48.933,0,,,,,,
EAED10A4-FA1D-4B6B-96C5-1A2AC713583F,Exploriments Full Subscription,Exploriments Full Subscription,,"Exploriments are simulation-based interactive learning units for enhancing conceptual understanding in Science and Math in an experiential manner. Useful for students and teachers alike, Exploriments provide a highly interactive, exploratory, and engaging experience. Based on the constructivist approach, Exploriments encourage the learners to actively participate in the learning process, instead of being passive recipients. Exploriments provide different ways of learning, including the ""what-if"" or the “cause and effect” method. Such powerful techniques enable students to gain insights and facilitate understanding of the otherwise complex and abstract concepts.",,2,Exploriments_ProductIcon,A8ACEA91-8318-43DE-AD80-8816E8CEEEB4,3786A133-AA21-494F-93A6-579DB2025DF6,,1,1,0,0,2011-09-09 12:01:02.377,A2CA149B-1658-4637-B7AB-792327DB89F3,2011-09-09 12:01:02.377,2015-07-01 19:43:48.933,0,,,,,,
B5D00128-426F-49AD-87E1-1A402C06C77D,Homonyms,Homonyms,,This lesson is built around a story about a trip to the movies. Homonyms are used to describe the movie and the theater.,,1,skillstutor_CV10_B_U6_L2,A8ACEA91-8318-43DE-AD80-8816E8CEEEB4,5F1EDADF-CEC7-4816-AECE-B6981504F865,,1,1,0,0,2014-04-08 12:49:01.550,D1B0DB21-BCAA-4DEE-B8F7-97CBBAFF531D,2014-07-08 13:00:35.117,2015-07-01 19:43:48.933,0,,,,,,
047B1FBA-A05E-45CC-88F5-1A6290AFEAE6,Wind and Solar Power,Wind and Solar Power,,Visiting Campbell Hill Wind farm in Wyoming and Blue Wing Solar Project in San Antonio,,1,Enzoology_WindSolar,A8ACEA91-8318-43DE-AD80-8816E8CEEEB4,2073F49E-CB70-42CD-A284-76FA03F8C6E4,,1,1,0,0,2012-02-07 16:19:12.477,A80AC54C-C4FC-4B29-97EE-25686DCC4149,2011-12-22 17:58:28.280,2015-07-01 19:43:48.933,1,,,,,,
3C6497D6-CC2B-4377-91B9-1A711860BAA3,Subtraction of Like Fractions,Subtraction of Like Fractions,,Students learn to subtract like fractions by subtracting their numerators. They learn to simplify the difference if possible.,,1,skillstutor_CMPL12,A8ACEA91-8318-43DE-AD80-8816E8CEEEB4,5F1EDADF-CEC7-4816-AECE-B6981504F865,,1,1,0,0,2014-04-08 12:49:01.550,D1B0DB21-BCAA-4DEE-B8F7-97CBBAFF531D,2014-07-08 13:00:35.117,2015-07-01 19:43:48.933,0,,,,,,
FB9733F1-0B82-41A8-A820-1A95F688D89E,21st Century Skills Assessment 13/14 (teacher),21CSA-MS-13/14-T,,21st Century Skills Assessment 13/14 for teachers.,,2,21CSA-sku-icons-teacher,A34899CC-8F25-480D-BFAA-A99D4E8696CF,BF154AD6-194C-4CA7-BC9B-36F32D0DEA14,,1,0,0,0,2010-11-23 12:56:47.680,A2CA149B-1658-4637-B7AB-792327DB89F3,2010-11-23 12:56:47.680,2020-06-12 16:22:43.097,0,,,,,,
D3D24BDC-D962-4A25-A5D9-1ADB8A89D76E,My NG Connect,Cengage My NG Connect,,"Welcome to myNGconnect, your one-stop portal for online materials available with your favorite National Geographic Learning instructional programs.<br>Teacher Login provided in Teacher Notes tab.",,1,MyNGConnect-SKU,A8ACEA91-8318-43DE-AD80-8816E8CEEEB4,AA77F00E-0A36-416B-9853-C7948FE84750,,1,1,0,0,2013-02-04 13:30:38.547,6345ED7F-4308-4659-9718-0C4B58F965C5,2012-11-06 17:52:47.747,2015-07-01 19:43:48.933,0,,,,,,
D1AAFCCF-DB0F-4684-8008-1AEB3E7D537D,21st Century Skills Assessment Elementary 15/16,21CSA-EL-15/16,,21st Century Skills Assessment for Elementary School students for the 2015-2016 school year,,2,21CSA-sku-icons-student,C8E823A8-38A9-4D19-B8DE-9A479CFCD3A3,BF154AD6-194C-4CA7-BC9B-36F32D0DEA14,,1,0,0,0,2010-06-28 17:15:16.510,A2CA149B-1658-4637-B7AB-792327DB89F3,2010-06-28 17:15:16.510,2015-04-24 10:48:14.160,0,,,,,,
AEC812A3-2671-47DF-94EB-1B036304DDAB,USA TODAY Print Edition 3 Day 18 Weeks 30 Copies Monday Wednesday Friday,Print 3d 18wk 30 copies MWF,,"This product is only available for purchase as a site license. Only coordinators can purchase at this time. If you wish to purchase this product, please contact us on marketplace@learning.com for details. USA TODAY is the USA's only national general interest newspaper.  By using USA TODAY, students develop higher-order thinking skills such as application, analysis, synthesis and evaluation to arrive at new solutions. Current, ""real world"" information reinforces concepts and motivates students to learn.",,1,USATODAY-print_3d18wk30c_MWF,A8ACEA91-8318-43DE-AD80-8816E8CEEEB4,9AC58BF6-F197-429C-BA96-90B9E626C46C,,1,1,0,0,2011-08-18 16:52:57.540,7DAC3377-CCE1-49C2-A172-7FCF3CB33463,2011-08-18 16:52:57.540,2015-07-01 19:43:48.933,1,,,,,,
BE33F1D7-7B96-44F5-8209-1B31C34E580E,Edusmart Science Grade 7,Science G7,,"<iframe src=""../../Content/Partner/TXScienceReview/edu/ms/grade-7.htm"" width=""580"" height=""390"" scrolling=""No"" frameborder=""0"" allowtransparency=""true""></iframe>",,2,G7-Edusmart,FFB23F6F-202F-48B3-9557-B8CFA23B4641,AA8EC76D-4CA0-4688-964B-33E64236807F,,1,0,0,0,2011-04-21 17:32:05.777,A2CA149B-1658-4637-B7AB-792327DB89F3,2011-04-21 17:32:05.777,2015-07-01 19:43:48.933,1,,,,,,
6A6D2481-7F71-48F1-AFA5-1B50DD0DEC39,Force and Motion,Force and Motion,,"In this lesson, students will learn about and use Newton's Laws of Motion to explain how things move and what prevents things from moving.",,1,skillstutor_PHYL7,A8ACEA91-8318-43DE-AD80-8816E8CEEEB4,5F1EDADF-CEC7-4816-AECE-B6981504F865,,1,1,0,0,2014-04-08 12:49:01.550,D1B0DB21-BCAA-4DEE-B8F7-97CBBAFF531D,2014-07-08 13:00:35.117,2015-07-01 19:43:48.933,0,,,,,,
DF18CD3D-B6BE-4558-8B87-1BC35F3D9736,"Spelling Demons A, Lesson 1","Spelling Demons A, Lesson 1",,Students practice spelling words that most people find hard to spell.,,1,skillstutor_CSLA_A_U4_L23,A8ACEA91-8318-43DE-AD80-8816E8CEEEB4,5F1EDADF-CEC7-4816-AECE-B6981504F865,,1,1,0,0,2014-04-08 12:49:01.550,D1B0DB21-BCAA-4DEE-B8F7-97CBBAFF531D,2014-07-08 13:00:35.117,2015-07-01 19:43:48.933,0,,,,,,
6EDF09F4-D7C8-4EBB-8D18-1BCE6C41EAF4,Grade 8 Science Adaptive Curriculum,Science G8,,"<iframe src=""../../Content/Partner/TXScienceReview/ac/ms/grade-8.htm"" width=""580"" height=""380"" scrolling=""No"" frameborder=""0"" allowtransparency=""true""></iframe>",,2,G8-Adaptive-Curriculum,FFB23F6F-202F-48B3-9557-B8CFA23B4641,6561D017-5A39-4B90-98F4-663F11735647,,1,0,0,0,2011-04-14 16:38:31.337,A2CA149B-1658-4637-B7AB-792327DB89F3,2011-04-14 16:38:31.337,2015-07-01 19:43:48.933,1,,,,,,
67214C1C-ED43-4883-8180-1BF1D55DD801,Unclear Pronoun Reference,Unclear Pronoun Reference,,Students identify sentences in which the pronouns have clear antecedents. An antecedent is a word or words that a pronoun replaces.,,1,skillstutor_PARL3,A8ACEA91-8318-43DE-AD80-8816E8CEEEB4,5F1EDADF-CEC7-4816-AECE-B6981504F865,,1,1,0,0,2014-04-08 12:49:01.550,D1B0DB21-BCAA-4DEE-B8F7-97CBBAFF531D,2014-07-08 13:00:35.117,2015-07-01 19:43:48.933,0,,,,,,
BE2394B3-BD1B-46AC-8BAC-1BF95235D6BE,Ellipses,Ellipses,,"In this lesson, students will learn about the ellipse. They will learn how to write the equation of an ellipse, and how to find the center, vertices, co-vertices, foci, and the lengths of the minor and major axes of an ellipse, given its equation. They will also learn how to graph an ellipse, and how to complete-the-square to write an equation of an ellipse in standard form.",,1,skillstutor_ALG2V2_CSM_L3,A8ACEA91-8318-43DE-AD80-8816E8CEEEB4,5F1EDADF-CEC7-4816-AECE-B6981504F865,,1,1,0,0,2014-04-08 12:49:01.550,D1B0DB21-BCAA-4DEE-B8F7-97CBBAFF531D,2014-07-08 13:00:35.117,2015-07-01 19:43:48.933,0,,,,,,
FFB3125C-3757-4DCC-B936-1C0CA2EAC888,TEACHINGpoint: Elementary Music level 2 Teacher eBook,ElementaryMusic-level2-Teacher,,"<iframe src=""../../Content/Partner/TEACHINGpoint/Description/Products/Ele_Music_2/CI/index.htm"" width=""600"" height=""340"" scrolling=""No"" frameborder=""0"" allowtransparency=""true""></iframe>",,1,Tp_ElemMusic2_SKUteacher,A8ACEA91-8318-43DE-AD80-8816E8CEEEB4,360AACF8-8AB4-48D3-8124-D54A43A55EF0,,1,1,0,0,2011-09-21 15:14:39.130,0082299B-685E-44F9-95DB-6E00FB927471,2011-09-23 11:47:29.133,2015-07-01 19:43:48.933,0,,,,,,
7D3C0DBD-AA04-43B4-9480-1C3C9EFAB9A4,Aha!Math Classroom Edition K-5,AhaMathCEK-5,,Classroom Edition of K-5 supplemental math curriculum based on the NCTM Focal Points.,,2,amcek5,4A964546-8129-4D0D-9948-A97B39ED7D35,BF154AD6-194C-4CA7-BC9B-36F32D0DEA14,,1,1,0,0,2008-04-07 19:54:41.403,5FF4BC0F-370A-404D-8C58-E8C9099D3643,,2018-08-10 10:33:42.050,0,,,,,,
F8457ECB-ABD8-4F52-B66D-1C637680F4D9,ICT Assessment 05-06 - KS3,ICT-KS3-05/06,,ICT Assessment for Key Stage 3 students,,2,icta_stem,C8B06744-D2F1-4B3F-A14B-0B245A4F5120,BF154AD6-194C-4CA7-BC9B-36F32D0DEA14,,1,0,0,0,2006-06-07 14:15:20.493,,,2011-07-05 18:47:42.067,0,,,,,,
5D7EB05F-AFEE-41C6-BDB4-1C800C397FF4,Breaking News,Breaking News,,This lesson features vocabulary words in a news report about the rescue of two boys after their raft sinks in the ocean.,,1,skillstutor_CV10_A_U5_L2,A8ACEA91-8318-43DE-AD80-8816E8CEEEB4,5F1EDADF-CEC7-4816-AECE-B6981504F865,,1,1,0,0,2014-04-08 12:49:01.550,D1B0DB21-BCAA-4DEE-B8F7-97CBBAFF531D,2014-07-08 13:00:35.117,2015-07-01 19:43:48.933,0,,,,,,
CB16FAA6-34D5-4574-990E-1C8971270C2A,EasyCode Pillars for Middle School,EasyCode Pillars for Middle School,,"EasyCode Pillars for Middle School includes Basic Python, grade level Capstone Pathways that align to math and science standards, and a CyberSecurity course. This curriculum covers variables, loops, if statements, lists, functions, events, indexes, data types, program design, and more.",,1,ecpms,2C601A6A-02CC-4BA8-A071-0F78FD0677A8,BF154AD6-194C-4CA7-BC9B-36F32D0DEA14,,1,0,0,0,2023-07-27 12:53:12.803,4D06AD13-5F58-4184-B44F-45FA54B41876,2023-01-18 18:10:57.240,2025-04-27 18:00:22.137,1,,,,,,
35B5C0F1-4120-4DC2-83B1-1C9E5A91F77F,Waterford Elements: Curriculum Sampler,Curriculum Sampler,,"Waterford Elements™ Curriculum Sampler, includes products covering Alphabet, Grammar and Punctuation, Mathematics, Counting and digital books.",,1,Waterford_SKU_Sampler,A8ACEA91-8318-43DE-AD80-8816E8CEEEB4,A5CB907A-2F08-49D6-97F8-4F216AA7137B,,1,1,0,0,2012-01-17 13:42:36.217,BDF7C8D6-8150-4D76-B4E4-16E2F1D9C674,2012-01-18 16:25:08.450,2015-07-01 19:43:48.933,1,,,,,,
22C7C469-CF9B-45A4-B6FA-1CAF6EF02A88,Homophones and Often-Confused Words 2,Confused Words 2,,"Students practice spelling more homophones and words that people often confuse with other words. Homophones are words that sound alike, but have different meanings and spellings.",,1,skillstutor_CSLA_C_U4_L10,A8ACEA91-8318-43DE-AD80-8816E8CEEEB4,5F1EDADF-CEC7-4816-AECE-B6981504F865,,1,1,0,0,2014-04-08 12:49:01.550,D1B0DB21-BCAA-4DEE-B8F7-97CBBAFF531D,2014-07-08 13:00:35.117,2015-07-01 19:43:48.933,0,,,,,,
BD90C1CC-CD96-4D3A-9903-1D315726DA70,Division of Decimals B,Division of Decimals B,,"Students divide decimal numbers by decimal and whole number divisors. Problems show two-digit, three-digit, or four-digit decimals divided by a one-digit or two-digit divisor. The divisors are whole numbers or decimal numbers. The quotients are one-digit, two-digit, or three-digit decimal numbers.",,1,skillstutor_CSM_B_U3_L4,A8ACEA91-8318-43DE-AD80-8816E8CEEEB4,5F1EDADF-CEC7-4816-AECE-B6981504F865,,1,1,0,0,2014-04-08 12:49:01.550,D1B0DB21-BCAA-4DEE-B8F7-97CBBAFF531D,2014-07-08 13:00:35.117,2015-07-01 19:43:48.933,0,,,,,,
0A8BF678-29A1-4E19-B6E5-1D3A52E16510,Cities and Other Place Names A,Cities and Other Place Names A,,"1. Capitalize the name of a city, state, or country. 2. Capitalize the name of a street, building, or bridge. 3. Capitalize the name of a geographical place.",,1,skillstutor_CSLA_A_U1_L4,A8ACEA91-8318-43DE-AD80-8816E8CEEEB4,5F1EDADF-CEC7-4816-AECE-B6981504F865,,1,1,0,0,2014-04-08 12:49:01.550,D1B0DB21-BCAA-4DEE-B8F7-97CBBAFF531D,2014-07-08 13:00:35.117,2015-07-01 19:43:48.933,0,,,,,,
B9A864C6-01DF-4DE6-A58B-1D55334923A4,Interchanging Percents and Decimals,InterchangPercents  Decimals,,Students learn to write a percent in its decimal form by dividing the percent in its decimal form by dividing the percent by 100%. They learn that this does not change the value of the  number since dividing by 100% is the same as dividing by 1.,,1,skillstutor_CMPL21,A8ACEA91-8318-43DE-AD80-8816E8CEEEB4,5F1EDADF-CEC7-4816-AECE-B6981504F865,,1,1,0,0,2014-04-08 12:49:01.550,D1B0DB21-BCAA-4DEE-B8F7-97CBBAFF531D,2014-07-08 13:00:35.117,2015-07-01 19:43:48.933,0,,,,,,
5DA52FC1-FD20-403C-A7A5-1D8B4E0B3B3D,TechLiteracy Assessment Middle 13/14-S-POST,TLA-MS-13/14-S,,TechLiteracy Assessment for Middle School students for the 2013-2014 school year - Single Administration,,2,TLA-student,07106B38-DE0A-463E-B867-75CDE0A818C4,BF154AD6-194C-4CA7-BC9B-36F32D0DEA14,,1,0,0,0,2012-09-26 17:55:01.977,,2012-09-26 17:55:01.977,2020-06-12 16:22:43.097,1,,,,,,
45802196-BCCC-4828-BE2E-1D924C06A4DA,Two-Step Problems for Addition and Subtraction,Two-Step Add/ Subtract,,Students reinforce the five-step procedure learned in the previous lessons. They solve word problems involving both addition and subtraction of whole numbers.,,1,skillstutor_WPRL5,A8ACEA91-8318-43DE-AD80-8816E8CEEEB4,5F1EDADF-CEC7-4816-AECE-B6981504F865,,1,1,0,0,2014-04-08 12:49:01.550,D1B0DB21-BCAA-4DEE-B8F7-97CBBAFF531D,2014-07-08 13:00:35.117,2015-07-01 19:43:48.933,0,,,,,,
C52A5355-6813-4287-9259-1DCE645D539B,Math Drills Presidents Day,Presidents Day,,This page includes a variety of free math worksheets created especially for Presidents Day.,,1,MTHD_SKU_President,A8ACEA91-8318-43DE-AD80-8816E8CEEEB4,FCCF79EE-B91D-4BE2-B757-493803F9AA60,,1,0,0,0,2012-03-26 12:24:36.520,A0123D57-912F-4087-9398-9418F4782D3F,2012-04-12 15:14:43.630,2015-07-01 19:43:48.933,1,,,,,,
FECBF930-F21F-4DFF-B050-1DE152A26536,WayFind 10/11 Pretest and Posttest with Projects,WayFind-10-11-w/prj-pre/post,,WayFind 2010-2011 Pretest and Posttest with Projects,,2,WayFind,DFD253EE-1436-4BCD-9990-FE05F2330FED,BF154AD6-194C-4CA7-BC9B-36F32D0DEA14,,1,0,0,0,2010-03-29 12:47:35.200,A2CA149B-1658-4637-B7AB-792327DB89F3,2010-03-29 12:47:35.200,2020-06-12 16:22:43.097,0,,,,,,
A5478C9E-F937-40DF-9C46-1DED8BDE0A0F,Australia: Making the Great Barrier Reef Greater,Australia:   Great Barrier,,"This article is about the Great Barrier Reef, a group of many coral reefs off the northeastern coast of Australia. The physical features and the formation of the reef are included. The article also goes into detail about many of the interesting sea creatures that make their homes in the reef. The author stresses the need to preserve the reef in order to preserve the creatures and plants that live on and around it.",,1,skillstutor_CC10_LL_U2_L1,A8ACEA91-8318-43DE-AD80-8816E8CEEEB4,5F1EDADF-CEC7-4816-AECE-B6981504F865,,1,1,0,0,2014-04-08 12:49:01.550,D1B0DB21-BCAA-4DEE-B8F7-97CBBAFF531D,2014-07-08 13:00:35.117,2015-07-01 19:43:48.933,0,,,,,,
E7386F38-0176-4147-8319-1E27C0F380E5,Prediction: Predicting Where the Money Is,Where the Money Is,,Thinking Skills: Students are taught a process for predicting which of three industries will have the highest average wages in the future.,,1,skillstutor_PICS3,A8ACEA91-8318-43DE-AD80-8816E8CEEEB4,5F1EDADF-CEC7-4816-AECE-B6981504F865,,1,1,0,0,2014-04-08 12:49:01.550,D1B0DB21-BCAA-4DEE-B8F7-97CBBAFF531D,2014-07-08 13:00:35.117,2015-07-01 19:43:48.933,0,,,,,,
257E05BD-3133-4D6A-A33E-1E286DFA1EB9,Demo - WayFind Pretest,DEMO-WayFind-np-preSadmin,,Demo exams for the WayFind Pretest (copy of 11/12),,2,WayFind,F003676F-F44F-4536-9EA1-88B6D731CAA1,BF154AD6-194C-4CA7-BC9B-36F32D0DEA14,,1,0,0,0,2013-06-04 21:02:20.510,B0769008-3D0C-4597-BF23-CA89A95696CC,2013-06-04 21:02:20.510,2020-06-12 16:22:43.097,0,,,,,,
AEC8E3E0-3B90-4077-8B21-1E383C40F4E9,The Juvenile Street Cleaning Leagues,Juvenile Street  Leagues,,"This article is about the street cleaning leagues organized by George Waring in the late 1800s.  Waring's motivation led children to voluntarily clean the streets of New York City. Skills addressed: Important Details, Main Idea, Cause/Effect, Inference, Recall, and Prediction.",,1,skillstutor_CC10_A_U1_L3,A8ACEA91-8318-43DE-AD80-8816E8CEEEB4,5F1EDADF-CEC7-4816-AECE-B6981504F865,,1,1,0,0,2014-04-08 12:49:01.550,D1B0DB21-BCAA-4DEE-B8F7-97CBBAFF531D,2014-07-08 13:00:35.117,2015-07-01 19:43:48.933,0,,,,,,
79A870DA-AB39-49CD-AF64-1E42199C4DC4,EasyCode Careers: Android Development,ECC_ANDROID,,"In EasyCode Careers: Android Development, students will learn how to use Java to build mobile apps for Google’s Android operating system.",,1,EasyCodeCareers-AndroidWebDev,2C601A6A-02CC-4BA8-A071-0F78FD0677A8,BF154AD6-194C-4CA7-BC9B-36F32D0DEA14,,1,0,0,0,2017-09-08 10:41:19.497,B7BDAF57-A768-4300-A474-0FBDA2D3ABF8,2017-08-16 19:11:53.837,2025-04-27 18:00:22.137,0,,,,,,
574CBD17-A570-4CFF-B2CA-1E473B4AF581," Election Comic Strip Story",Election Comic Strip Story,,"Engage your students to pursue interests in government, civics and citizenship. In conjunction with an Election theme, the Election Comic Strip Story adheres to CCSS standards by using Latin roots to facilitate word recognition and increase reading comprehension of unfamiliar words. Students study an array of Election-themed activities that include: 12 comic strip words that tell the Herb vs. Sam campaign story, an interactive puzzle, definition match, fill-in-the-blanks, crossword, a large word list and 48 election-related cliches and quotes. Content is free.",,1,myvocab_sku_election_comic,A8ACEA91-8318-43DE-AD80-8816E8CEEEB4,33AAE1C2-042E-4002-840A-2969C12EF471,,1,1,0,0,2012-10-01 15:37:29.887,60C06BE6-3949-4F6E-9759-E201BA52FBF1,2012-09-26 13:03:42.207,2015-07-01 19:43:48.933,0,,,,,,
40E261B3-FBC2-426F-8AC4-1E5E18EB9CE3,Suffixes That Form Adjectives and Adverbs,"Suffixes Form Adj, Adverbs",,"Reading: Vocabulary Building: Students identify suffixes that form adjectives and adverbs, and determine the meanings of words with adjective-forming and adverb-forming suffixes.",,1,skillstutor_VOCL15,A8ACEA91-8318-43DE-AD80-8816E8CEEEB4,5F1EDADF-CEC7-4816-AECE-B6981504F865,,1,1,0,0,2014-04-08 12:49:01.550,D1B0DB21-BCAA-4DEE-B8F7-97CBBAFF531D,2014-07-08 13:00:35.117,2015-07-01 19:43:48.933,0,,,,,,
C3B27EC0-17C7-4A23-BD29-1E6B94B006ED,Inquiry for Grades 3-5 Texas Edition,Proc2014 G3-5 Texas,,"Inquiry by Learning.com is a project-based approach to integrating core subject area instruction with digital literacy skills. A technology skills pre-test is completed by the student before each project to help ensure their success.  Students then complete the project by conducting research, creating digital media, and presenting their work to their peers.  Students then reflect upon their learning in a final self-reflection assignment. Inquiry includes supporting interactive technology skill lessons including Keyboarding and Online Safety curriculum.",,1,inquiry_texas_sku_35,CD5A4376-8E4B-4D0B-8536-A112BC945BDE,BF154AD6-194C-4CA7-BC9B-36F32D0DEA14,,1,0,0,0,2013-01-22 13:08:25.967,E43315D0-80F8-4134-AFB8-005CE4F1650E,2013-07-25 16:08:49.080,2015-04-24 15:54:17.133,1,,,,,,
593AC644-8B92-46CB-8489-1E80B5D92C89,Geometry - Drill Sheets Gr. 3-5,Geometry DS 3-5,,"Since 1987 Classroom Complete Press has assisted teachers and parents by providing world class premium supplementary resource materials for students in grades PK to 12. Consider our products if you are looking for current curriculum materials written to grade for regular and special education. Our curriculum content follows Bloom's taxonomy, Common Core State Standards, NCTM, STEM, and the 5 themes of Geography. <p><b>The product (PDF) will be sent directly from the provider upon purchase.</p></b> ",,1,9781553195245,A8ACEA91-8318-43DE-AD80-8816E8CEEEB4,CC62421D-51DD-4C0F-A820-53D4EE864D09,,1,1,0,0,2013-05-03 12:18:03.077,76BDF804-A072-4E7A-8059-378FD5D097C7,2013-01-10 17:48:14.230,2015-07-01 19:43:48.933,0,,,,,,
