Salesforce Table,Salesforce Column,Fivetran Table,Fivetran Column,Column Similarity
codesters__opportunity_license__c,isdeleted,codesters_opportunity_license_c,is_deleted,1.0
codesters__opportunity_license__c,lastmodifiedbyid,codesters_opportunity_license_c,last_modified_by_id,1.0
codesters__opportunity_license__c,lastmodifieddate,codesters_opportunity_license_c,last_modified_date,1.0
codesters__opportunity_license__c,name,codesters_opportunity_license_c,name,1.0
codesters__opportunity_license__c,systemmodstamp,codesters_opportunity_license_c,system_modstamp,1.0
contact,account_customer_level__c,contact,account_customer_level_c,1.0
contact,account_owner__c,contact,account_owner_c,1.0
contact,accountid,contact,account_id,1.0
contact,activitymetricid,contact,activity_metric_id,1.0
contact,activitymetricrollupid,contact,activity_metric_rollup_id,1.0
contact,age__c,contact,age_c,1.0
contact,age_group__c,contact,age_group_c,1.0
contact,agile_duplicate_id__c,contact,agile_duplicate_id_c,1.0
contact,agile_email__c,contact,agile_email_c,1.0
contact,agile_phone__c,contact,agile_phone_c,1.0
contact,agileed__agileed_do_not_update__c,contact,agileed_agileed_do_not_update_c,1.0
contact,agileed__agileed_insert__c,contact,agileed_agile_ed_insert_c,1.0
contact,agileed__agileed_key__c,contact,agileed_agile_ed_key_c,1.0
contact,agileed__agileed_latest_update_date__c,contact,agileed_agile_ed_latest_update_date_c,1.0
contact,agileed__agileed_status__c,contact,agileed_agile_ed_status_c,1.0
contact,agileed__agileed_up_to_date__c,contact,agileed_agile_ed_up_to_date_c,1.0
contact,agileed__connectlink_do_not_update_hierarchy__c,contact,agileed_connect_link_do_not_update_hierarchy_c,1.0
contact,agileed__connectlink_email_hard_bounce__c,contact,agileed_connect_link_email_hard_bounce_c,1.0
contact,agileed__connectlink_job_category__c,contact,agileed_connect_link_job_category_c,1.0
contact,agileed__connectlink_licensed_status__c,contact,agileed_connect_link_licensed_status_c,1.0
contact,agileed__connectlink_title__c,contact,agileed_connect_link_title_c,1.0
contact,agileed__last_connectlink_title__c,contact,agileed_last_connect_link_title_c,1.0
contact,agileed__last_sync__c,contact,agileed_last_sync_c,1.0
contact,agilejobtitle__c,contact,agile_job_title_c,1.0
contact,altemail__c,contact,alt_email_c,1.0
contact,archived__c,contact,archived_c,1.0
contact,assistantname,contact,assistant_name,1.0
contact,assistantphone,contact,assistant_phone,1.0
contact,bad_contact__c,contact,bad_contact_c,1.0
contact,bad_contact_info__c,contact,bad_contact_info_c,1.0
contact,birthdate,contact,birthdate,1.0
contact,business_role__c,contact,business_role_c,1.0
contact,buyerattributes,contact,buyer_attributes,1.0
contact,cm_codesters_account_creation_date__c,contact,cm_codesters_account_creation_date_c,1.0
contact,codesters__campaignsource__c,contact,codesters_campaign_source_c,1.0
contact,codesters__codesters_member__c,contact,codesters_codesters_member_c,1.0
contact,codesters_classes__c,contact,codesters_classes_c,1.0
contact,codesters_created_date__c,contact,codesters_created_date_c,1.0
contact,codesters_created_date_no_time__c,contact,codesters_created_date_no_time_c,1.0
contact,codesters_guid__c,contact,codesters_guid_c,1.0
contact,codesters_highest_module_completion__c,contact,codesters_highest_module_completion_c,1.0
contact,codesters_i2c18_student_avg__c,contact,codesters_i_2_c_18_student_avg_c,1.0
contact,codesters_i2c18_student_completion__c,contact,codesters_i_2_c_18_student_completion_c,1.0
contact,codesters_i2c_student_avg__c,contact,codesters_i_2_c_student_avg_c,1.0
contact,codesters_i2c_student_completion__c,contact,codesters_i_2_c_student_completion_c,1.0
contact,codesters_id__c,contact,codesters_id_c,1.0
contact,codesters_initial_campaign__c,contact,codesters_initial_campaign_c,1.0
contact,codesters_initial_medium__c,contact,codesters_initial_medium_c,1.0
contact,codesters_initial_source__c,contact,codesters_initial_source_c,1.0
contact,codesters_last_login__c,contact,codesters_last_login_c,1.0
contact,codesters_lti__c,contact,codesters_lti_c,1.0
contact,codesters_org__c,contact,codesters_org_c,1.0
contact,codesters_org_mismatch__c,contact,codesters_org_mismatch_c,1.0
contact,codesters_org_name__c,contact,codesters_org_name_c,1.0
contact,codesters_profile_city__c,contact,codesters_profile_city_c,1.0
contact,codesters_profile_country__c,contact,codesters_profile_country_c,1.0
contact,codesters_profile_school__c,contact,codesters_profile_school_c,1.0
contact,codesters_profile_school_code__c,contact,codesters_profile_school_code_c,1.0
contact,codesters_profile_school_type__c,contact,codesters_profile_school_type_c,1.0
contact,codesters_profile_state__c,contact,codesters_profile_state_c,1.0
contact,codesters_profile_zip__c,contact,codesters_profile_zip_c,1.0
contact,codesters_role__c,contact,codesters_role_c,1.0
contact,codesters_screen_name__c,contact,codesters_screen_name_c,1.0
contact,codesters_social_auth_provider__c,contact,codesters_social_auth_provider_c,1.0
contact,codesters_students__c,contact,codesters_students_c,1.0
contact,codesters_url__c,contact,codesters_url_c,1.0
contact,codestersid__c,contact,codesters_id_c,1.0
contact,conference__c,contact,conference_c,1.0
contact,contact_lifecycle_stage__c,contact,contact_lifecycle_stage_c,1.0
contact,contact_power_of_1__c,contact,contact_power_of_1_c,1.0
contact,contact_state__c,contact,contact_state_c,1.0
contact,contact_time_zone__c,contact,contact_time_zone_c,1.0
contact,contact_us_message__c,contact,contact_us_message_c,1.0
contact,contactsource,contact,contact_source,1.0
contact,county__c,contact,county_c,1.0
contact,created_date_formula__c,contact,created_date_formula_c,1.0
contact,createdbyid,contact,created_by_id,1.0
contact,createddate,contact,created_date,1.0
contact,current_outreach_sequence__c,contact,current_outreach_sequence_c,1.0
contact,customer_date__c,contact,customer_date_c,1.0
contact,data_quality_description__c,contact,data_quality_description_c,1.0
contact,data_quality_score__c,contact,data_quality_score_c,1.0
contact,days_out__c,contact,days_out_c,1.0
contact,days_since_registration__c,contact,days_since_registration_c,1.0
contact,degree_earned__c,contact,degree_earned_c,1.0
contact,department,contact,department,1.0
contact,departmentgroup,contact,department_group,1.0
contact,description,contact,description,1.0
contact,district_enrollment__c,contact,district_enrollment_c,1.0
contact,district_enrollment_level__c,contact,district_enrollment_level_c,1.0
contact,do_not_email__c,contact,do_not_email_c,1.0
contact,donotcall,contact,do_not_call,1.0
contact,dsp_last_activity_date__c,contact,dsp_last_activity_date_c,1.0
contact,dsp_registration_date__c,contact,dsp_registration_date_c,1.0
contact,dsp_total_launches__c,contact,dsp_total_launches_c,1.0
contact,dsp_url__c,contact,dsp_url_c,1.0
contact,dupe_management_id__c,contact,dupe_management_id_c,1.0
contact,email,contact,email,1.0
contact,emailbounceddate,contact,email_bounced_date,1.0
contact,emailbouncedreason,contact,email_bounced_reason,1.0
contact,eval_expiration_date__c,contact,eval_expiration_date_c,1.0
contact,eval_last_activity_date__c,contact,eval_last_activity_date_c,1.0
contact,eval_registration_date__c,contact,eval_registration_date_c,1.0
contact,eval_total_launches__c,contact,eval_total_launches_c,1.0
contact,evaluation_link__c,contact,evaluation_link_c,1.0
contact,extension__c,contact,extension_c,1.0
contact,fax,contact,fax,1.0
contact,first_platform_login_date__c,contact,first_platform_login_date_c,1.0
contact,firstcalldatetime,contact,first_call_date_time,1.0
contact,firstemaildatetime,contact,first_email_date_time,1.0
contact,force_sync__c,contact,force_sync_c,1.0
contact,force_sync_number__c,contact,force_sync_number_c,1.0
contact,full_name__c,contact,full_name_c,1.0
contact,gainsight_clean_up__c,contact,gainsight_clean_up_c,1.0
contact,gainsight_customer__c,contact,gainsight_customer_c,1.0
contact,gainsight_validated__c,contact,gainsight_validated_c,1.0
contact,genderidentity,contact,gender_identity,1.0
contact,gong__actively_being_in_a_flow__c,contact,gong_actively_being_in_a_flow_c,1.0
contact,gong__current_flow_id__c,contact,gong_current_flow_id_c,1.0
contact,gong__current_flow_name__c,contact,gong_current_flow_name_c,1.0
contact,gong__current_flow_step_number__c,contact,gong_current_flow_step_number_c,1.0
contact,gong__current_flow_step_type__c,contact,gong_current_flow_step_type_c,1.0
contact,gong__current_flow_task_due_date__c,contact,gong_current_flow_task_due_date_c,1.0
contact,gong__current_flow_user_name__c,contact,gong_current_flow_user_name_c,1.0
contact,gong__flow_execution_id__c,contact,gong_flow_execution_id_c,1.0
contact,gong__flow_status__c,contact,gong_flow_status_c,1.0
contact,good_prospect__c,contact,good_prospect_c,1.0
contact,grades__c,contact,grades_c,1.0
contact,has_platform_account__c,contact,has_platform_account_c,1.0
contact,hasoptedoutofemail,contact,has_opted_out_of_email,1.0
contact,hasoptedoutoffax,contact,has_opted_out_of_fax,1.0
contact,homephone,contact,home_phone,1.0
contact,hours_since_mql__c,contact,hours_since_mql_c,1.0
contact,how_did_you_hear_about_us__c,contact,how_did_you_hear_about_us_c,1.0
contact,hubspot_score__c,contact,hubspot_score_c,1.0
contact,hubspot_title__c,contact,hubspot_title_c,1.0
contact,id,contact,id,1.0
contact,implementation_contact__c,contact,implementation_contact_c,1.0
contact,implementation_notes__c,contact,implementation_notes_c,1.0
contact,implementation_status__c,contact,implementation_status_c,1.0
contact,individualid,contact,individual_id,1.0
contact,institution_id__c,contact,institution_id_c,1.0
contact,institution_type__c,contact,institution_type_c,1.0
contact,is_contact_a_dr__c,contact,is_contact_a_dr_c,1.0
contact,isdeleted,contact,is_deleted,1.0
contact,isemailbounced,contact,is_email_bounced,1.0
contact,isinactive__c,contact,isinactive_c,1.0
contact,ispriorityrecord,contact,is_priority_record,1.0
contact,jigsaw,contact,jigsaw,1.0
contact,jigsawcontactid,contact,jigsaw_contact_id,1.0
contact,job_category_desc__c,contact,job_category_desc_c,1.0
contact,job_function__c,contact,job_function_c,1.0
contact,k_8_enrollment__c,contact,k_8_enrollment_c,1.0
contact,key_contact__c,contact,key_contact_c,1.0
contact,key_contact_detail__c,contact,key_contact_detail_c,1.0
contact,keywords__c,contact,keywords_c,1.0
contact,known_duplicate__c,contact,known_duplicate_c,1.0
contact,last_activity__c,contact,last_activity_c,1.0
contact,last_activity_is_after_mql_date__c,contact,last_activity_is_after_mql_date_c,1.0
contact,last_activity_prior_to_mql_date__c,contact,last_activity_prior_to_mql_date_c,1.0
contact,last_activity_time_and_date__c,contact,last_activity_time_and_date_c,1.0
contact,last_login_past_two_years__c,contact,last_login_past_two_years_c,1.0
contact,last_platform_login_date__c,contact,last_platform_login_date_c,1.0
contact,last_support_interaction__c,contact,last_support_interaction_c,1.0
contact,lastactivitydate,contact,last_activity_date,1.0
contact,lastcurequestdate,contact,last_curequest_date,1.0
contact,lastcuupdatedate,contact,last_cuupdate_date,1.0
contact,lastmodifiedbyid,contact,last_modified_by_id,1.0
contact,lastmodifieddate,contact,last_modified_date,1.0
contact,lastreferenceddate,contact,last_referenced_date,1.0
contact,lastvieweddate,contact,last_viewed_date,1.0
contact,lcom_member__c,contact,lcom_member_c,1.0
contact,lead_status__c,contact,lead_status_c,1.0
contact,lead_status_object_created__c,contact,lead_status_object_created_c,1.0
contact,leadsource,contact,lead_source,1.0
contact,learningsbxid__c,contact,learning_sbxid_c,1.0
contact,masterrecordid,contact,master_record_id,1.0
contact,matching_email__c,contact,matching_email_c,1.0
contact,migrationtool__c,contact,migration_tool_c,1.0
contact,mobilephone,contact,mobile_phone,1.0
contact,mql_date_and_time_stamp__c,contact,mql_date_and_time_stamp_c,1.0
contact,mql_date_del__c,contact,mql_date_del_c,1.0
contact,mql_grade__c,contact,mql_grade_c,1.0
contact,mql_month__c,contact,mql_month_c,1.0
contact,mql_type__c,contact,mql_type_c,1.0
contact,mql_year__c,contact,mql_year_c,1.0
contact,multi_line_conference_notes__c,contact,multi_line_conference_notes_c,1.0
contact,name,contact,name,1.0
contact,name__c,contact,name_c,1.0
contact,netsuite_id__c,contact,net_suite_id_c,1.0
contact,netsuite_link__c,contact,net_suite_link_c,1.0
contact,no_longer_with_account__c,contact,no_longer_with_account_c,1.0
contact,number_of_opps_at_50__c,contact,number_of_opps_at_50_c,1.0
contact,number_of_page_views__c,contact,number_of_page_views_c,1.0
contact,number_of_platform_visits__c,contact,number_of_platform_visits_c,1.0
contact,number_of_sessions__c,contact,number_of_sessions_c,1.0
contact,onboarding_comments__c,contact,onboarding_comments_c,1.0
contact,onboarding_next_steps__c,contact,onboarding_next_steps_c,1.0
contact,onboarding_type__c,contact,onboarding_type_c,1.0
contact,original_source__c,contact,original_source_c,1.0
contact,otherphone,contact,other_phone,1.0
contact,outreach_house_accounts__c,contact,outreach_house_accounts_c,1.0
contact,outreach_stage__c,contact,outreach_stage_c,1.0
contact,owner_match__c,contact,owner_match_c,1.0
contact,owner_mismatch__c,contact,owner_mismatch_c,1.0
contact,ownerid,contact,owner_id,1.0
contact,persona__c,contact,persona_c,1.0
contact,personnel_uid__c,contact,personnel_uid_c,1.0
contact,phone,contact,phone,1.0
contact,photourl,contact,photo_url,1.0
contact,planned_classes__c,contact,planned_classes_c,1.0
contact,planned_frequency__c,contact,planned_frequency_c,1.0
contact,planned_rostering__c,contact,planned_rostering_c,1.0
contact,planned_usage__c,contact,planned_usage_c,1.0
contact,platform_id__c,contact,platform_id_c,1.0
contact,platform_role__c,contact,platform_role_c,1.0
contact,plc_mailing_list__c,contact,plc_mailing_list_c,1.0
contact,plc_member__c,contact,plc_member_c,1.0
contact,power_teacher__c,contact,power_teacher_c,1.0
contact,power_user__c,contact,power_user_c,1.0
contact,primary__c,contact,primary_c,1.0
contact,prior_experience__c,contact,prior_experience_c,1.0
contact,product_interest__c,contact,product_interest_c,1.0
contact,pronouns,contact,pronouns,1.0
contact,prospect_notes__c,contact,prospect_notes_c,1.0
contact,prospect_status__c,contact,prospect_status_c,1.0
contact,qualifying_date__c,contact,qualifying_date_c,1.0
contact,qualifying_date_hubspot__c,contact,qualifying_date_hubspot_c,1.0
contact,rcsfl__sendsms__c,contact,rcsfl_send_sms_c,1.0
contact,rcsfl__sms_number__c,contact,rcsfl_sms_number_c,1.0
contact,recordtypeid,contact,record_type_id,1.0
contact,registered__c,contact,registered_c,1.0
contact,reject_reason__c,contact,reject_reason_c,1.0
contact,rejected_date__c,contact,rejected_date_c,1.0
contact,rejected_date_hubspot__c,contact,rejected_date_hubspot_c,1.0
contact,renewal_date__c,contact,renewal_date_c,1.0
contact,reportstoid,contact,reports_to_id,1.0
contact,returned__c,contact,returned_c,1.0
contact,returned_date__c,contact,returned_date_c,1.0
contact,returned_date_hubspot__c,contact,returned_date_hubspot_c,1.0
contact,role__c,contact,role_c,1.0
contact,school_enrollment__c,contact,school_enrollment_c,1.0
contact,sdrowner__c,contact,sdrowner_c,1.0
contact,source_campaign__c,contact,source_campaign_c,1.0
contact,sql_date__c,contact,sql_date_c,1.0
contact,sql_date_hubspot__c,contact,sql_date_hubspot_c,1.0
contact,started_with_students__c,contact,started_with_students_c,1.0
contact,subject__c,contact,subject_c,1.0
contact,survey_reward_level__c,contact,survey_reward_level_c,1.0
contact,sync__c,contact,sync_c,1.0
contact,synced_member__c,contact,synced_member_c,1.0
contact,systemmodstamp,contact,system_modstamp,1.0
contact,target_start_date__c,contact,target_start_date_c,1.0
contact,technical_contact__c,contact,technical_contact_c,1.0
contact,texas_regional_esc__c,contact,texas_regional_esc_c,1.0
contact,time_first_seen__c,contact,time_first_seen_c,1.0
contact,time_last_seen__c,contact,time_last_seen_c,1.0
contact,time_of_last_session__c,contact,time_of_last_session_c,1.0
contact,title,contact,title,1.0
contact,titletype,contact,title_type,1.0
contact,training__c,contact,training_c,1.0
contact,training_attended__c,contact,training_attended_c,1.0
contact,training_date__c,contact,training_date_c,1.0
contact,training_notes__c,contact,training_notes_c,1.0
contact,trial_access__c,contact,trial_access_c,1.0
contact,twitter_handle__c,contact,twitter_handle_c,1.0
contact,tx_proc_2024_communication_preference__c,contact,tx_proc_2024_communication_preference_c,1.0
contact,tx_proc_2024_product_interest__c,contact,tx_proc_2024_product_interest_c,1.0
contact,ultimate_parent_account__c,contact,ultimate_parent_account_c,1.0
contact,vidcode_org_id__c,contact,vidcode_org_id_c,1.0
contact,webform_mql__c,contact,webform_mql_c,1.0
contact,webinar__c,contact,webinar_c,1.0
contact,webinar_attended__c,contact,webinar_attended_c,1.0
contact,webinar_registered__c,contact,webinar_registered_c,1.0
contact,x2020_house_account__c,contact,x_2020_house_account_c,1.0
contact,x2020_house_account_quote__c,contact,x_2020_house_account_quote_c,1.0
contact,x2021_md_campaign__c,contact,x_2021_md_campaign_c,1.0
contact,x2024_fall_promotions__c,contact,x_2024_fall_promotions_c,1.0
contract,accountid,contract,account_id,1.0
contract,activatedbyid,contract,activated_by_id,1.0
contract,activateddate,contract,activated_date,1.0
contract,active_contract__c,contract,active_contract_c,1.0
contract,activitymetricid,contract,activity_metric_id,1.0
contract,activitymetricrollupid,contract,activity_metric_rollup_id,1.0
contract,billing_state__c,contract,billing_state_c,1.0
contract,companysigneddate,contract,company_signed_date,1.0
contract,companysignedid,contract,company_signed_id,1.0
contract,contract_arr__c,contract,contract_arr_c,1.0
contract,contracted_arr__c,contract,contracted_arr_c,1.0
contract,contractnumber,contract,contract_number,1.0
contract,contractterm,contract,contract_term,1.0
contract,createdbyid,contract,created_by_id,1.0
contract,createddate,contract,created_date,1.0
contract,customersigneddate,contract,customer_signed_date,1.0
contract,customersignedid,contract,customer_signed_id,1.0
contract,customersignedtitle,contract,customer_signed_title,1.0
contract,data_quality_description__c,contract,data_quality_description_c,1.0
contract,data_quality_score__c,contract,data_quality_score_c,1.0
contract,description,contract,description,1.0
contract,disable_auto_renewal__c,contract,disable_auto_renewal_c,1.0
contract,enddate,contract,end_date,1.0
contract,id,contract,id,1.0
contract,isdeleted,contract,is_deleted,1.0
contract,lastactivitydate,contract,last_activity_date,1.0
contract,lastapproveddate,contract,last_approved_date,1.0
contract,lastmodifiedbyid,contract,last_modified_by_id,1.0
contract,lastmodifieddate,contract,last_modified_date,1.0
contract,lastreferenceddate,contract,last_referenced_date,1.0
contract,lastvieweddate,contract,last_viewed_date,1.0
contract,learningsbxid__c,contract,learning_sbxid_c,1.0
contract,name,contract,name,1.0
contract,opp_delta__c,contract,opp_delta_c,1.0
contract,ownerexpirationnotice,contract,owner_expiration_notice,1.0
contract,ownerid,contract,owner_id,1.0
contract,pricebook2id,contract,pricebook_2_id,1.0
contract,renewal_opp_amount__c,contract,renewal_opp_amount_c,1.0
contract,renewal_opp_close_date__c,contract,renewal_opp_close_date_c,1.0
contract,renewal_opp_stage__c,contract,renewal_opp_stage_c,1.0
contract,renewal_owner1__c,contract,renewal_owner_1_c,1.0
contract,renewal_quote_discount__c,contract,renewal_quote_discount_c,1.0
contract,renewal_quote_id__c,contract,renewal_quote_id_c,1.0
contract,sbqq__activecontract__c,contract,sbqq_active_contract_c,1.0
contract,sbqq__amendmentopportunityrecordtypeid__c,contract,sbqq_amendment_opportunity_record_type_id_c,1.0
contract,sbqq__amendmentopportunitystage__c,contract,sbqq_amendment_opportunity_stage_c,1.0
contract,sbqq__amendmentowner__c,contract,sbqq_amendment_owner_c,1.0
contract,sbqq__amendmentpricebookid__c,contract,sbqq_amendment_pricebook_id_c,1.0
contract,sbqq__amendmentrenewalbehavior__c,contract,sbqq_amendment_renewal_behavior_c,1.0
contract,sbqq__amendmentstartdate__c,contract,sbqq_amendment_start_date_c,1.0
contract,sbqq__defaultrenewalcontactroles__c,contract,sbqq_default_renewal_contact_roles_c,1.0
contract,sbqq__defaultrenewalpartners__c,contract,sbqq_default_renewal_partners_c,1.0
contract,sbqq__disableamendmentcoterm__c,contract,sbqq_disable_amendment_co_term_c,1.0
contract,sbqq__evergreen__c,contract,sbqq_evergreen_c,1.0
contract,sbqq__expirationdate__c,contract,sbqq_expiration_date_c,1.0
contract,sbqq__mastercontract__c,contract,sbqq_master_contract_c,1.0
contract,sbqq__mdqrenewalbehavior__c,contract,sbqq_mdqrenewal_behavior_c,1.0
contract,sbqq__opportunity__c,contract,sbqq_opportunity_c,1.0
contract,sbqq__opportunitypricebookid__c,contract,sbqq_opportunity_pricebook_id_c,1.0
contract,sbqq__order__c,contract,sbqq_order_c,1.0
contract,sbqq__preservebundlestructureuponrenewals__c,contract,sbqq_preserve_bundle_structure_upon_renewals_c,1.0
contract,sbqq__quote__c,contract,sbqq_quote_c,1.0
contract,sbqq__renewalforecast__c,contract,sbqq_renewal_forecast_c,1.0
contract,sbqq__renewalopportunity__c,contract,sbqq_renewal_opportunity_c,1.0
contract,sbqq__renewalopportunityrecordtypeid__c,contract,sbqq_renewal_opportunity_record_type_id_c,1.0
contract,sbqq__renewalopportunitystage__c,contract,sbqq_renewal_opportunity_stage_c,1.0
contract,sbqq__renewalowner__c,contract,sbqq_renewal_owner_c,1.0
contract,sbqq__renewalpricebookid__c,contract,sbqq_renewal_pricebook_id_c,1.0
contract,sbqq__renewalquoted__c,contract,sbqq_renewal_quoted_c,1.0
contract,sbqq__renewalterm__c,contract,sbqq_renewal_term_c,1.0
contract,sbqq__renewalupliftrate__c,contract,sbqq_renewal_uplift_rate_c,1.0
contract,sbqq__subscriptionquantitiescombined__c,contract,sbqq_subscription_quantities_combined_c,1.0
contract,source_opp_amount__c,contract,source_opp_amount_c,1.0
contract,source_opp_close_date__c,contract,source_opp_close_date_c,1.0
contract,source_opp_discount__c,contract,source_opp_discount_c,1.0
contract,source_opp_discount_dollar__c,contract,source_opp_discount_dollar_c,1.0
contract,source_opp_owner__c,contract,source_opp_owner_c,1.0
contract,source_opp_record_type__c,contract,source_opp_record_type_c,1.0
contract,specialterms,contract,special_terms,1.0
contract,startdate,contract,start_date,1.0
contract,status,contract,status,1.0
contract,statuscode,contract,status_code,1.0
contract,subscription_roll_up__c,contract,subscription_roll_up_c,1.0
contract,systemmodstamp,contract,system_modstamp,1.0
contract,update__c,contract,update_c,1.0
datalineagenodesyncstatus,createdbyid,data_lineage_node_sync_status,created_by_id,1.0
datalineagenodesyncstatus,createddate,data_lineage_node_sync_status,created_date,1.0
datalineagenodesyncstatus,devname,data_lineage_node_sync_status,dev_name,1.0
datalineagenodesyncstatus,id,data_lineage_node_sync_status,id,1.0
datalineagenodesyncstatus,isdeleted,data_lineage_node_sync_status,is_deleted,1.0
datalineagenodesyncstatus,lastfailurereason,data_lineage_node_sync_status,last_failure_reason,1.0
datalineagenodesyncstatus,lastmodifiedbyid,data_lineage_node_sync_status,last_modified_by_id,1.0
datalineagenodesyncstatus,lastmodifieddate,data_lineage_node_sync_status,last_modified_date,1.0
datalineagenodesyncstatus,lastreferenceddate,data_lineage_node_sync_status,last_referenced_date,1.0
datalineagenodesyncstatus,lastvieweddate,data_lineage_node_sync_status,last_viewed_date,1.0
datalineagenodesyncstatus,name,data_lineage_node_sync_status,name,1.0
datalineagenodesyncstatus,objecttype,data_lineage_node_sync_status,object_type,1.0
datalineagenodesyncstatus,operationtime,data_lineage_node_sync_status,operation_time,1.0
datalineagenodesyncstatus,operationtype,data_lineage_node_sync_status,operation_type,1.0
datalineagenodesyncstatus,ownerid,data_lineage_node_sync_status,owner_id,1.0
datalineagenodesyncstatus,payload,data_lineage_node_sync_status,payload,1.0
datalineagenodesyncstatus,recordidentifier,data_lineage_node_sync_status,record_identifier,1.0
datalineagenodesyncstatus,syncstatus,data_lineage_node_sync_status,sync_status,1.0
datalineagenodesyncstatus,systemmodstamp,data_lineage_node_sync_status,system_modstamp,1.0
datalineagenodesyncstatusfeed,bestcommentid,data_lineage_node_sync_status_feed,best_comment_id,1.0
datalineagenodesyncstatusfeed,body,data_lineage_node_sync_status_feed,body,1.0
datalineagenodesyncstatusfeed,commentcount,data_lineage_node_sync_status_feed,comment_count,1.0
datalineagenodesyncstatusfeed,createdbyid,data_lineage_node_sync_status_feed,created_by_id,1.0
datalineagenodesyncstatusfeed,createddate,data_lineage_node_sync_status_feed,created_date,1.0
datalineagenodesyncstatusfeed,id,data_lineage_node_sync_status_feed,id,1.0
datalineagenodesyncstatusfeed,insertedbyid,data_lineage_node_sync_status_feed,inserted_by_id,1.0
datalineagenodesyncstatusfeed,isdeleted,data_lineage_node_sync_status_feed,is_deleted,1.0
datalineagenodesyncstatusfeed,isrichtext,data_lineage_node_sync_status_feed,is_rich_text,1.0
datalineagenodesyncstatusfeed,lastmodifieddate,data_lineage_node_sync_status_feed,last_modified_date,1.0
datalineagenodesyncstatusfeed,likecount,data_lineage_node_sync_status_feed,like_count,1.0
datalineagenodesyncstatusfeed,linkurl,data_lineage_node_sync_status_feed,link_url,1.0
datalineagenodesyncstatusfeed,networkscope,data_lineage_node_sync_status_feed,network_scope,1.0
datalineagenodesyncstatusfeed,parentid,data_lineage_node_sync_status_feed,parent_id,1.0
datalineagenodesyncstatusfeed,relatedrecordid,data_lineage_node_sync_status_feed,related_record_id,1.0
datalineagenodesyncstatusfeed,systemmodstamp,data_lineage_node_sync_status_feed,system_modstamp,1.0
datalineagenodesyncstatusfeed,title,data_lineage_node_sync_status_feed,title,1.0
datalineagenodesyncstatusfeed,type,data_lineage_node_sync_status_feed,type,1.0
datalineagenodesyncstatusfeed,visibility,data_lineage_node_sync_status_feed,visibility,1.0
datalineagenodesyncstatushistory,createdbyid,data_lineage_node_sync_status_history,created_by_id,1.0
datalineagenodesyncstatushistory,createddate,data_lineage_node_sync_status_history,created_date,1.0
datalineagenodesyncstatushistory,datalineagenodesyncstatusid,data_lineage_node_sync_status_history,data_lineage_node_sync_status_id,1.0
datalineagenodesyncstatushistory,datatype,data_lineage_node_sync_status_history,data_type,1.0
datalineagenodesyncstatushistory,field,data_lineage_node_sync_status_history,field,1.0
datalineagenodesyncstatushistory,id,data_lineage_node_sync_status_history,id,1.0
datalineagenodesyncstatushistory,isdeleted,data_lineage_node_sync_status_history,is_deleted,1.0
datalineagenodesyncstatushistory,newvalue,data_lineage_node_sync_status_history,new_value,1.0
datalineagenodesyncstatushistory,oldvalue,data_lineage_node_sync_status_history,old_value,1.0
entitydefinition,defaultcompactlayoutid,entity_definition,default_compact_layout_id,1.0
entitydefinition,defaultimplementation,entity_definition,default_implementation,1.0
entitydefinition,deploymentstatus,entity_definition,deployment_status,1.0
entitydefinition,detailurl,entity_definition,detail_url,1.0
entitydefinition,developername,entity_definition,developer_name,1.0
entitydefinition,durableid,entity_definition,durable_id,1.0
entitydefinition,editdefinitionurl,entity_definition,edit_definition_url,1.0
entitydefinition,editurl,entity_definition,edit_url,1.0
entitydefinition,extendedby,entity_definition,extended_by,1.0
entitydefinition,extendsinterfaces,entity_definition,extends_interfaces,1.0
entitydefinition,externalsharingmodel,entity_definition,external_sharing_model,1.0
entitydefinition,hassubtypes,entity_definition,has_subtypes,1.0
entitydefinition,helpsettingpagename,entity_definition,help_setting_page_name,1.0
entitydefinition,helpsettingpageurl,entity_definition,help_setting_page_url,1.0
entitydefinition,id,entity_definition,id,1.0
entitydefinition,implementedby,entity_definition,implemented_by,1.0
entitydefinition,implementsinterfaces,entity_definition,implements_interfaces,1.0
entitydefinition,internalsharingmodel,entity_definition,internal_sharing_model,1.0
entitydefinition,isapextriggerable,entity_definition,is_apex_triggerable,1.0
entitydefinition,isautoactivitycaptureenabled,entity_definition,is_auto_activity_capture_enabled,1.0
entitydefinition,iscompactlayoutable,entity_definition,is_compact_layoutable,1.0
entitydefinition,iscustomizable,entity_definition,is_customizable,1.0
entitydefinition,iscustomsetting,entity_definition,is_custom_setting,1.0
entitydefinition,isdeprecatedandhidden,entity_definition,is_deprecated_and_hidden,1.0
entitydefinition,isevercreatable,entity_definition,is_ever_creatable,1.0
entitydefinition,iseverdeletable,entity_definition,is_ever_deletable,1.0
entitydefinition,iseverupdatable,entity_definition,is_ever_updatable,1.0
entitydefinition,isfeedenabled,entity_definition,is_feed_enabled,1.0
entitydefinition,isidenabled,entity_definition,is_id_enabled,1.0
entitydefinition,isinterface,entity_definition,is_interface,1.0
entitydefinition,islayoutable,entity_definition,is_layoutable,1.0
entitydefinition,ismruenabled,entity_definition,is_mru_enabled,1.0
entitydefinition,isprocessenabled,entity_definition,is_process_enabled,1.0
entitydefinition,isqueryable,entity_definition,is_queryable,1.0
